name,twitter_handle,twitter_id
Concordia University,concordiastpaul,10746802
Sterling College,sterlingcollege,10495952
Pacific University,pacificu,10293832
Drake University,DrakeUniversity,10282842
Missouri S&T,MissouriSandT,10135072
IUPUI,IUPUI,10086382
UT Pan American,UTPA,9675872
Bellevue University,BellevueU,9623092
PalmerCollege,palmercollege,9459362
Richland College 🎓,richlandcollege,9117182
Wayne State Univ,waynestate,8994242
Gustavus Adolphus College,gustavus,7858362
Loyola Marymount University,LoyolaMarymount,7858252
Georgetown Univ.,Georgetown,7856542
GoldenGateUniversity,GGU,6677802
Rasmussen College,Rasmussen,6672142
Notre Dame,NotreDame,6507762
Saint Anselm College,SaintAnselm,5972532
Seton Hall,SetonHall,5794972
Yale University,Yale,5695032
Princeton University,Princeton,5694822
Seattle University,seattleu,5255121
Eckerd College,eckerdcollege,5182301
Hofstra University,HofstraU,5141841
Keene State College,KeeneState_,4993511
Calvin College,CalvinCollege,1930911
UVA,UVA,1910771
NYIT,nyit,1331091
