name,graduation_rate,median_salary,student_faculty_ratio,students_with_aid,out_of_pocket_cost,startclass_rank,acceptance_rate,sat,address_short,tution,num_students,college_id,slug,twitter_id
Western Connecticut State University,45%,"$43,400 USD",14:1,81%,"$16,926 USD",,57.3%,1475,"Danbury, Connecticut",1475,"5,826",783,Western-Connecticut-State-University,
Western Carolina University,51%,"$35,800 USD",16:1,86%,"$12,680 USD",,40.3%,1515,"Cullowhee, North Carolina",1515,"10,340",3155,Western-Carolina-University,
West Virginia Wesleyan College,60%,"$40,600 USD",13:1,100%,"$18,521 USD",,77.2%,1430,"Buckhannon, West Virginia",1430,"1,518",4573,West-Virginia-Wesleyan-College,
West Virginia University Institute of Technology,20%,"$43,400 USD",12:1,97%,"$7,323 USD",,61.5%,1440,"Montgomery, West Virginia",1440,"1,263",4572,West-Virginia-University-Institute-of-Technology,
West Virginia University at Parkersburg,29%,"$27,300 USD",15:1,90%,"$8,245 USD",,,,"Parkersburg, West Virginia",,,4561,West-Virginia-University-at-Parkersburg,
West Virginia University,57%,"$43,400 USD",20:1,90%,"$10,405 USD",,85.8%,1552,"Morgantown, West Virginia",1552,"28,776",4579,West-Virginia-University,
West Virginia State University,27%,"$29,300 USD",17:1,94%,"$7,690 USD",,94.1%,1326,"Institute, West Virginia",1326,"3,166",4569,West-Virginia-State-University,
West Texas A&M University,40%,"$39,800 USD",21:1,81%,"$12,232 USD",,66.9%,1457,"Canyon, Texas",1457,"9,489",4288,West-Texas-A-And-M-University,
West Liberty University,41%,"$33,500 USD",13:1,95%,"$11,034 USD",,72.1%,1340,"West Liberty, West Virginia",1340,"2,341",4571,West-Liberty-University,
West Coast University-Orange County,,,18:1,100%,"$35,797 USD",,83.0%,,"Anaheim, California",,"1,742",8346,West-Coast-University-Orange-County,
West Coast University-Ontario,,,18:1,82%,"$38,015 USD",,,,"Ontario, California",,,8347,West-Coast-University-Ontario,
West Coast University-Miami,,,11:1,100%,"$32,216 USD",,,,"Doral, Florida",,,9024,West-Coast-University-Miami,
West Coast University-Los Angeles,,,14:1,69%,"$38,109 USD",,,,"North Hollywood, California",,,6403,West-Coast-University-Los-Angeles,
West Coast University-Dallas,,,13:1,100%,,,,,"Dallas, Texas",,,8865,West-Coast-University-Dallas,
West Chester University of Pennsylvania,69%,"$46,100 USD",19:1,82%,"$19,191 USD",434,58.7%,1590,"West Chester, Pennsylvania",1590,"16,597",3835,West-Chester-University-of-Pennsylvania,
Wesleyan University,92%,"$48,400 USD",8:1,50%,"$22,257 USD",69,22.2%,2090,"Middletown, Connecticut",2090,"3,138",782,Wesleyan-University,
Wesleyan College,64%,"$36,200 USD",8:1,98%,"$15,460 USD",428,,1485,"Macon, Georgia",1485,,7962,Wesleyan-College,
Wesley College,22%,"$41,600 USD",13:1,100%,"$23,165 USD",,62.6%,1246,"Dover, Delaware",1246,"1,650",796,Wesley-College,
Wentworth Institute of Technology,61%,"$56,700 USD",15:1,98%,"$34,057 USD",497,66.7%,1605,"Boston, Massachusetts",1605,"4,576",2008,Wentworth-Institute-of-Technology,
Wells College,58%,"$33,700 USD",9:1,99%,"$20,542 USD",450,62.7%,1475,"Aurora, New York",1475,555,3007,Wells-College,
Wellesley College,91%,"$56,500 USD",7:1,65%,"$22,138 USD",42,29.9%,2090,"Wellesley, Massachusetts",2090,"2,510",2007,Wellesley-College,
Welch College,38%,"$30,200 USD",8:1,96%,"$20,463 USD",,,,"Nashville, Tennessee",,,3989,Welch-College,
Webster University,59%,"$40,500 USD",13:1,98%,"$23,490 USD",,56.1%,1672,"Saint Louis, Missouri",1672,"15,256",2418,Webster-University,
Weber State University,43%,"$42,200 USD",21:1,88%,"$10,669 USD",,,,"Ogden, Utah",,,4323,Weber-State-University,
Webber International University,26%,"$34,800 USD",24:1,99%,"$23,783 USD",,52.6%,1369,"Babson Park, Florida",1369,733,964,Webber-International-University,
Webb Institute,70%,,8:1,100%,"$18,149 USD",142,36.2%,2165,"Glen Cove, New York",2165,91,3006,Webb-Institute,
Waynesburg University,54%,"$45,100 USD",12:1,99%,"$18,401 USD",,85.6%,1472,"Waynesburg, Pennsylvania",1472,"1,869",3833,Waynesburg-University,
Wayne State University,32%,"$39,400 USD",16:1,93%,"$13,131 USD",,79.9%,,"Detroit, Michigan",,"27,140",2131,Wayne-State-University,
Wayne State College,46%,"$36,200 USD",18:1,94%,"$11,353 USD",,,,"Wayne, Nebraska",,,2491,Wayne-State-College,
Wayland Baptist University,33%,"$40,300 USD",10:1,99%,"$12,756 USD",,98.7%,1295,"Plainview, Texas",1295,"5,231",4286,Wayland-Baptist-University,
Watkins College of Art Design & Film,15%,"$28,300 USD",8:1,96%,"$28,632 USD",,70.1%,1660,"Nashville, Tennessee",1660,292,5345,Watkins-College-of-Art-Design-And-Film,
Washington University in St Louis,94%,"$62,800 USD",8:1,54%,"$33,261 USD",24,16.7%,2205,"Saint Louis, Missouri",2205,"14,688",2417,Washington-University-in-St-Louis,
Washington State University,65%,"$47,500 USD",15:1,84%,"$17,929 USD",,79.6%,1520,"Pullman, Washington",1520,"29,686",4521,Washington-State-University,
Washington College,68%,"$44,000 USD",11:1,95%,"$33,861 USD",348,54.1%,1720,"Chestertown, Maryland",1720,"1,427",1869,Washington-College,
Washington and Lee University,90%,"$72,900 USD",8:1,63%,"$21,379 USD",17,23.9%,2080,"Lexington, Virginia",2080,"2,172",4445,Washington-and-Lee-University,
Washington Adventist University,36%,"$44,500 USD",7:1,99%,"$16,699 USD",,33.1%,1235,"Takoma Park, Maryland",1235,"1,044",1818,Washington-Adventist-University,
Washington & Jefferson College,77%,"$47,900 USD",11:1,100%,"$27,315 USD",197,43.5%,1695,"Washington, Pennsylvania",1695,"1,350",3832,Washington-And-Jefferson-College,
Washburn University,37%,"$38,400 USD",13:1,94%,"$11,303 USD",,,,"Topeka, Kansas",,,1578,Washburn-University,
Wartburg College,63%,"$43,000 USD",11:1,99%,"$23,605 USD",328,73.8%,1613,"Waverly, Iowa",1613,"1,537",1503,Wartburg-College,
Warren Wilson College,51%,"$25,800 USD",9:1,100%,"$24,419 USD",,83.8%,1671,"Swannanoa, North Carolina",1671,812,3145,Warren-Wilson-College,
Warner University,40%,"$40,300 USD",17:1,100%,"$15,865 USD",,51.2%,1297,"Lake Wales, Florida",1297,"1,183",962,Warner-University,
Warner Pacific College Adult Degree Program,,"$34,700 USD",20:1,92%,"$21,080 USD",,,,"Portland, Oregon",,,8890,Warner-Pacific-College-Adult-Degree-Program,
Warner Pacific College,32%,"$34,700 USD",11:1,100%,"$20,172 USD",,51.3%,1470,"Portland, Oregon",1470,523,3547,Warner-Pacific-College,
Walsh University,54%,"$41,700 USD",13:1,100%,"$19,508 USD",,80.3%,1507,"North Canton, Ohio",1507,"2,860",3412,Walsh-University,
Walsh College of Accountancy and Business Administration,,"$55,700 USD",12:1,,,,,,"Troy, Michigan",,,36493,Walsh-College-of-Accountancy-and-Business-Administration,
Walla Walla University,44%,"$45,500 USD",13:1,98%,"$24,104 USD",,56.4%,1555,"College Place, Washington",1555,"1,840",4520,Walla-Walla-University,
Waldorf College,42%,"$35,000 USD",23:1,100%,"$19,564 USD",,66.1%,1350,"Forest City, Iowa",1350,"2,001",1502,Waldorf-College,
Walden University,,"$59,700 USD",18:1,100%,"$29,141 USD",,,,"Minneapolis, Minnesota",,,634,Walden-University,
Wake Forest University,86%,"$59,800 USD",10:1,48%,"$24,929 USD",82,29.4%,1980,"Winston-Salem, North Carolina",1980,"7,837",3143,Wake-Forest-University,
Wagner College,62%,"$54,800 USD",15:1,99%,"$25,697 USD",463,68.5%,1730,"Staten Island, New York",1730,"2,213",3005,Wagner-College,
Wade College,,"$27,100 USD",15:1,84%,"$21,727 USD",,,,"Dallas, Texas",,,4184,Wade-College,
Wabash College,69%,"$52,600 USD",10:1,99%,"$22,901 USD",156,61.4%,1680,"Crawfordsville, Indiana",1680,868,1425,Wabash-College,
W L Bonner College,,,15:1,,,,,,"Columbia, South Carolina",,,6685,W-L-Bonner-College,
Voorhees College,33%,"$25,400 USD",12:1,94%,"$13,851 USD",,92.9%,1125,"Denmark, South Carolina",1125,434,3928,Voorhees-College,
Viterbo University,47%,"$40,200 USD",11:1,100%,"$18,829 USD",,66.2%,1650,"La Crosse, Wisconsin",1650,"2,756",4633,Viterbo-University,
Vista College-Online,,"$29,200 USD",15:1,100%,"$17,392 USD",,,,"Richardson, Texas",,,8977,Vista-College-Online,
Visible Music College,0%,,6:1,94%,"$23,013 USD",,94.1%,1630,"Memphis, Tennessee",1630,109,6955,Visible-Music-College,
Virginia Wesleyan College,44%,"$37,000 USD",13:1,100%,"$24,565 USD",,92.5%,1462,"Norfolk, Virginia",1462,"1,441",4443,Virginia-Wesleyan-College,
Virginia University of Lynchburg,45%,,10:1,100%,"$13,949 USD",,,,"Lynchburg, Virginia",,,4440,Virginia-University-of-Lynchburg,
Virginia Union University,34%,"$31,000 USD",15:1,99%,"$18,731 USD",,49.0%,1155,"Richmond, Virginia",1155,"1,922",4442,Virginia-Union-University,
Virginia State University,46%,"$33,800 USD",13:1,92%,"$14,438 USD",,77.0%,1265,"Petersburg, Virginia",1265,"4,696",4441,Virginia-State-University,
Virginia Polytechnic Institute and State University,83%,"$59,000 USD",14:1,68%,"$18,398 USD",171,73.4%,1790,"Blacksburg, Virginia",1790,"32,663",4434,Virginia-Polytechnic-Institute-and-State-University,
Virginia Military Institute,76%,"$59,200 USD",11:1,77%,"$15,197 USD",122,52.8%,1702,"Lexington, Virginia",1702,"1,717",4438,Virginia-Military-Institute,
Virginia Commonwealth University,57%,"$41,400 USD",17:1,79%,"$19,898 USD",,79.0%,1630,"Richmond, Virginia",1630,"30,918",4436,Virginia-Commonwealth-University,
Virginia College-Tulsa,,"$25,300 USD",5:1,100%,"$15,515 USD",,,,"Tulsa, Oklahoma",,,8995,Virginia-College-Tulsa,
Virginia College-Spartanburg,,"$25,300 USD",6:1,94%,"$19,289 USD",,,,"Spartanburg, South Carolina",,,8990,Virginia-College-Spartanburg,
Virginia College-Savannah,,"$25,300 USD",11:1,87%,"$18,079 USD",,,,"Savannah, Georgia",,,8993,Virginia-College-Savannah,
Virginia College-Knoxville,,"$25,300 USD",13:1,94%,"$19,375 USD",,,,"Knoxville, Tennessee",,,8849,Virginia-College-Knoxville,
Virginia College-Huntsville,14%,"$25,300 USD",13:1,92%,"$17,301 USD",,,,"Huntsville, Alabama",,,5737,Virginia-College-Huntsville,
Virginia College-Greensboro,,,10:1,98%,"$19,052 USD",,,,"Greensboro, North Carolina",,,8997,Virginia-College-Greensboro,
Virginia College-Columbia,,"$25,300 USD",13:1,93%,"$19,100 USD",,,,"Columbia, South Carolina",,,8988,Virginia-College-Columbia,
Virginia College-Charleston,,"$25,300 USD",9:1,93%,"$19,339 USD",,,,"North Charleston, South Carolina",,,8162,Virginia-College-Charleston,
Virginia College-Birmingham,28%,"$25,300 USD",16:1,93%,"$18,930 USD",,,,"Birmingham, Alabama",,,5736,Virginia-College-Birmingham,
Virginia College-Augusta,,"$25,300 USD",14:1,79%,"$19,140 USD",,,,"Augusta, Georgia",,,8350,Virginia-College-Augusta,
Virginia Baptist College,33%,,5:1,75%,"$12,093 USD",,,,"Fredericksburg, Virginia",,,8912,Virginia-Baptist-College,
Vincennes University,35%,"$32,000 USD",16:1,89%,"$10,235 USD",,,,"Vincennes, Indiana",,,1424,Vincennes-University,
Villanova University,90%,"$73,900 USD",12:1,64%,"$31,668 USD",64,47.9%,1940,"Villanova, Pennsylvania",1940,"10,711",3829,Villanova-University,
Villa Maria College,25%,"$27,500 USD",10:1,98%,"$10,522 USD",,84.8%,,"Buffalo, New York",,543,3003,Villa-Maria-College,
Vermont Technical College,38%,"$43,600 USD",10:1,95%,"$17,897 USD",,84.9%,1400,"Randolph Center, Vermont",1400,"1,559",4346,Vermont-Technical-College,
Vaughn College of Aeronautics and Technology,56%,"$48,700 USD",14:1,97%,"$27,437 USD",,73.9%,1483,"Flushing, New York",1483,"1,541",2680,Vaughn-College-of-Aeronautics-and-Technology,
Vatterott College-Sunset Hills,100%,"$28,300 USD",26:1,94%,"$18,063 USD",,,,"Sunset Hills, Missouri",,,6000,Vatterott-College-Sunset-Hills,
Vatterott College-Berkeley,100%,"$28,300 USD",51:1,95%,"$17,629 USD",,,,"Berkeley, Missouri",,,4778,Vatterott-College-Berkeley,
Vassar College,94%,"$49,300 USD",8:1,71%,"$21,265 USD",34,25.7%,2115,"Poughkeepsie, New York",2115,"2,435",3002,Vassar-College,
Vanguard University of Southern California,52%,"$37,700 USD",15:1,98%,"$23,125 USD",,68.3%,1455,"Costa Mesa, California",1455,"2,184",607,Vanguard-University-of-Southern-California,
VanderCook College of Music,69%,,6:1,100%,"$24,734 USD",,95.7%,1460,"Chicago, Illinois",1460,196,1311,VanderCook-College-of-Music,
Vanderbilt University,93%,"$60,700 USD",8:1,69%,"$22,937 USD",15,11.7%,2240,"Nashville, Tennessee",2240,"12,567",4063,Vanderbilt-University,
Valparaiso University,70%,"$49,000 USD",13:1,96%,"$22,136 USD",296,81.9%,1650,"Valparaiso, Indiana",1650,"4,524",1422,Valparaiso-University,
Valley City State University,46%,"$37,900 USD",11:1,100%,"$11,969 USD",,86.4%,1245,"Valley City, North Dakota",1245,"1,422",3181,Valley-City-State-University,
Valencia College,,"$31,100 USD",30:1,79%,"$6,166 USD",,,,"Orlando, Florida",,,961,Valencia-College,
Valdosta State University,40%,"$36,800 USD",19:1,91%,"$13,148 USD",,50.4%,1480,"Valdosta, Georgia",1480,"11,302",1077,Valdosta-State-University,
Utica College,47%,"$43,700 USD",11:1,99%,"$22,466 USD",,82.9%,1390,"Utica, New York",1390,"4,463",3000,Utica-College,
Utah Valley University,22%,"$43,300 USD",22:1,79%,"$6,565 USD",,,,"Orem, Utah",,,4320,Utah-Valley-University,
Utah State University,51%,"$42,200 USD",22:1,84%,"$11,686 USD",,96.7%,1620,"Logan, Utah",1620,"28,622",4319,Utah-State-University,
Uta Mesivta of Kiryas Joel,66%,,12:1,91%,"$6,860 USD",,,,"Monroe, New York",,,6684,Uta-Mesivta-of-Kiryas-Joel,
Ursuline College,50%,"$42,300 USD",6:1,100%,"$15,034 USD",,88.0%,1485,"Pepper Pike, Ohio",1485,"1,178",3408,Ursuline-College,
Ursinus College,79%,"$52,100 USD",12:1,99%,"$29,205 USD",283,82.6%,1755,"Collegeville, Pennsylvania",1755,"1,643",3825,Ursinus-College,
Urbana University,34%,"$35,800 USD",20:1,90%,"$16,720 USD",,91.3%,1342,"Urbana, Ohio",1342,"2,042",3407,Urbana-University,
Upstate Medical University,,"$85,900 USD",6:1,,,,,,"Syracuse, New York",,,2981,Upstate-Medical-University,
Upper Iowa University,40%,"$40,700 USD",17:1,99%,"$22,980 USD",,66.0%,,"Fayette, Iowa",,"4,797",1500,Upper-Iowa-University,
University of Wyoming,54%,"$46,100 USD",14:1,94%,"$12,148 USD",,95.7%,1653,"Laramie, Wyoming",1653,"12,648",4665,University-of-Wyoming,
University of Wisconsin-Whitewater,55%,"$41,400 USD",22:1,81%,"$12,000 USD",,80.5%,1480,"Whitewater, Wisconsin",1480,"12,360",4637,University-of-Wisconsin-Whitewater,
University of Wisconsin-Superior,41%,"$35,000 USD",16:1,84%,"$11,222 USD",,94.0%,,"Superior, Wisconsin",,"2,497",4649,University-of-Wisconsin-Superior,
University of Wisconsin-Stout,54%,"$42,700 USD",20:1,85%,"$13,747 USD",,93.1%,,"Menomonie, Wisconsin",,"9,554",4648,University-of-Wisconsin-Stout,
University of Wisconsin-Stevens Point,58%,"$39,000 USD",22:1,84%,"$11,547 USD",,90.1%,,"Stevens Point, Wisconsin",,"9,265",4655,University-of-Wisconsin-Stevens-Point,
University of Wisconsin-River Falls,51%,"$40,200 USD",21:1,85%,"$13,217 USD",,89.8%,,"River Falls, Wisconsin",,"5,949",4654,University-of-Wisconsin-River-Falls,
University of Wisconsin-Platteville,54%,"$44,500 USD",22:1,86%,"$14,353 USD",,94.3%,,"Platteville, Wisconsin",,"8,945",4653,University-of-Wisconsin-Platteville,
University of Wisconsin-Parkside,31%,"$36,600 USD",21:1,81%,"$8,937 USD",,81.6%,,"Kenosha, Wisconsin",,"4,412",4646,University-of-Wisconsin-Parkside,
University of Wisconsin-Oshkosh,54%,"$40,200 USD",22:1,82%,"$12,117 USD",,81.5%,,"Oshkosh, Wisconsin",,"14,051",4645,University-of-Wisconsin-Oshkosh,
University of Wisconsin-Milwaukee,41%,"$41,900 USD",18:1,85%,"$13,808 USD",,85.8%,,"Milwaukee, Wisconsin",,"26,726",4652,University-of-Wisconsin-Milwaukee,
University of Wisconsin-Madison,83%,"$51,600 USD",18:1,67%,"$16,060 USD",93,57.6%,1940,"Madison, Wisconsin",1940,"42,716",4651,University-of-Wisconsin-Madison,
University of Wisconsin-La Crosse,67%,"$44,700 USD",18:1,83%,"$13,326 USD",,80.0%,,"La Crosse, Wisconsin",,"10,490",4643,University-of-Wisconsin-La-Crosse,
University of Wisconsin-Green Bay,46%,"$38,000 USD",23:1,88%,"$11,778 USD",,84.7%,,"Green Bay, Wisconsin",,"6,784",4642,University-of-Wisconsin-Green-Bay,
University of Wisconsin-Eau Claire,67%,"$42,700 USD",21:1,79%,"$13,281 USD",,85.2%,,"Eau Claire, Wisconsin",,"10,592",4641,University-of-Wisconsin-Eau-Claire,
University of Western States,,"$46,100 USD",16:1,,,,,,"Portland, Oregon",,,3554,University-of-Western-States,
University of West Georgia,43%,"$37,100 USD",20:1,94%,"$14,565 USD",,56.9%,1410,"Carrollton, Georgia",1410,"12,834",1081,University-of-West-Georgia,
University of West Alabama,30%,"$33,900 USD",13:1,92%,"$12,884 USD",,73.5%,1415,"Livingston, Alabama",1415,"4,032",36,University-of-West-Alabama,
University of Washington-Tacoma Campus,49%,"$53,700 USD",16:1,88%,"$9,654 USD",475,82.6%,1435,"Tacoma, Washington",1435,"4,599",5200,University-of-Washington-Tacoma-Campus,
University of Washington-Seattle Campus,81%,"$53,700 USD",20:1,58%,"$9,744 USD",115,53.3%,1835,"Seattle, Washington",1835,"45,408",4522,University-of-Washington-Seattle-Campus,
University of Washington-Bothell Campus,68%,"$53,700 USD",22:1,70%,"$9,913 USD",253,78.7%,1530,"Bothell, Washington",1530,"5,277",5199,University-of-Washington-Bothell-Campus,
University of Virginia-Main Campus,93%,"$60,100 USD",15:1,57%,"$14,539 USD",35,29.8%,2025,"Charlottesville, Virginia",2025,"23,883",4437,University-of-Virginia-Main-Campus,
University of Vermont,76%,"$43,900 USD",15:1,94%,"$17,297 USD",178,70.9%,1790,"Burlington, Vermont",1790,"12,815",4347,University-of-Vermont,
University of Valley Forge,44%,"$28,800 USD",13:1,100%,"$23,605 USD",,94.5%,1380,"Phoenixville, Pennsylvania",1380,919,3826,University-of-Valley-Forge,
University of Utah,60%,"$49,500 USD",16:1,78%,"$12,136 USD",,81.4%,1710,"Salt Lake City, Utah",1710,"31,592",4322,University-of-Utah,
University of Tulsa,69%,"$43,600 USD",11:1,91%,"$25,355 USD",196,44.0%,1897,"Tulsa, Oklahoma",1897,"4,671",3481,University-of-Tulsa,
University of Toledo,46%,"$40,000 USD",20:1,96%,"$14,911 USD",,93.2%,1555,"Toledo, Ohio",1555,"20,377",3397,University-of-Toledo,
University of the West,33%,,10:1,89%,"$12,187 USD",,,,"Rosemead, California",,,6966,University-of-the-West,
University of the Virgin Islands,26%,"$31,800 USD",11:1,86%,"$10,848 USD",,95.0%,1204,"Charlotte Amalie, Virgin Islands",1204,"2,321",4753,University-of-the-Virgin-Islands,
University of the Southwest,14%,"$40,100 USD",17:1,94%,"$18,823 USD",,,1210,"Hobbs, New Mexico",1210,,2674,University-of-the-Southwest,
University of the Sciences,72%,"$95,800 USD",10:1,100%,"$31,997 USD",141,58.0%,1705,"Philadelphia, Pennsylvania",1705,"2,664",3763,University-of-the-Sciences,
University of the Potomac-Washington DC Campus,,"$56,400 USD",10:1,88%,"$19,407 USD",,,,"Washington, District of Columbia",,,5309,University-of-the-Potomac-Washington-DC-Campus,
University of the Potomac-VA Campus,,"$56,400 USD",12:1,0%,,,,,"Vienna, Virginia",,,8011,University-of-the-Potomac-VA-Campus,
University of the Pacific,63%,"$68,200 USD",13:1,94%,"$33,816 USD",361,64.6%,1705,"Stockton, California",1705,"6,281",524,University-of-the-Pacific,
University of the Ozarks,48%,"$36,600 USD",13:1,98%,"$15,181 USD",,96.8%,1415,"Clarksville, Arkansas",1415,651,193,University-of-the-Ozarks,
University of the Incarnate Word,40%,"$43,300 USD",13:1,100%,"$21,451 USD",,92.2%,1440,"San Antonio, Texas",1440,"8,666",4151,University-of-the-Incarnate-Word,
University of the District of Columbia,16%,"$34,800 USD",10:1,85%,"$17,676 USD",,,,"Washington, District of Columbia",,,801,University-of-the-District-of-Columbia,
University of the Cumberlands,43%,"$31,200 USD",15:1,100%,"$16,515 USD",,68.3%,1477,"Williamsburg, Kentucky",1477,"6,276",1599,University-of-the-Cumberlands,
University of Texas Southwestern Medical Center,,"$106,900 USD",,,,,,,"Dallas, Texas",,,4243,University-of-Texas-Southwestern-Medical-Center,
University of St Thomas-Saint Paul,75%,"$56,200 USD",14:1,98%,"$29,415 USD",246,84.0%,1710,"Saint Paul, Minnesota",1710,"10,148",2222,University-of-St-Thomas-Saint-Paul,
University of St Thomas-Houston,51%,"$47,800 USD",9:1,94%,"$21,902 USD",,78.0%,1619,"Houston, Texas",1619,"3,359",4215,University-of-St-Thomas-Houston,
University of St Francis,57%,"$45,200 USD",11:1,100%,"$17,616 USD",417,50.5%,1520,"Joliet, Illinois",1520,"3,957",1280,University-of-St-Francis,
University of Southernmost Florida,,"$29,800 USD",18:1,100%,"$13,251 USD",,,,"Jacksonville, Florida",,,859,University-of-Southernmost-Florida,
University of Southern Mississippi,45%,"$35,900 USD",17:1,98%,"$12,055 USD",,58.0%,1511,"Hattiesburg, Mississippi",1511,"14,551",2279,University-of-Southern-Mississippi,
University of Southern Maine,34%,"$37,200 USD",16:1,92%,"$16,238 USD",,87.8%,1465,"Portland, Maine",1465,"7,739",1797,University-of-Southern-Maine,
University of Southern Indiana,37%,"$34,900 USD",18:1,89%,"$11,179 USD",,69.3%,1467,"Evansville, Indiana",1467,"10,671",1371,University-of-Southern-Indiana,
University of Southern California,91%,"$67,700 USD",9:1,61%,"$31,384 USD",49,17.7%,2085,"Los Angeles, California",2085,"43,401",615,University-of-Southern-California,
University of South Florida-St Petersburg,43%,"$41,000 USD",16:1,82%,"$10,461 USD",,46.9%,1620,"St. Petersburg, Florida",1620,"4,739",8017,University-of-South-Florida-St-Petersburg,
University of South Florida-Sarasota-Manatee,,"$41,000 USD",13:1,80%,"$5,324 USD",,33.6%,1675,"Sarasota, Florida",1675,"2,030",8025,University-of-South-Florida-Sarasota-Manatee,
University of South Florida-Main Campus,63%,"$41,000 USD",24:1,90%,"$11,514 USD",290,44.6%,1725,"Tampa, Florida",1725,"42,067",942,University-of-South-Florida-Main-Campus,
University of South Dakota,54%,"$39,400 USD",17:1,93%,"$15,898 USD",,73.5%,1535,"Vermillion, South Dakota",1535,"9,971",3959,University-of-South-Dakota,
University of South Carolina-Upstate,40%,"$35,800 USD",17:1,96%,"$14,123 USD",,56.0%,1400,"Spartanburg, South Carolina",1400,"5,996",3920,University-of-South-Carolina-Upstate,
University of South Carolina-Columbia,73%,"$42,200 USD",19:1,91%,"$19,434 USD",238,64.5%,1800,"Columbia, South Carolina",1800,"33,724",3913,University-of-South-Carolina-Columbia,
University of South Carolina-Beaufort,27%,"$32,200 USD",17:1,93%,"$14,034 USD",,62.7%,1387,"Bluffton, South Carolina",1387,"1,980",3912,University-of-South-Carolina-Beaufort,
University of South Carolina-Aiken,42%,"$35,800 USD",15:1,92%,"$13,318 USD",,57.2%,1470,"Aiken, South Carolina",1470,"3,448",3911,University-of-South-Carolina-Aiken,
University of South Alabama,33%,"$37,300 USD",20:1,93%,"$13,284 USD",,78.2%,1480,"Mobile, Alabama",1480,"16,211",53,University-of-South-Alabama,
University of Sioux Falls,47%,"$36,500 USD",14:1,100%,"$20,135 USD",,92.2%,1500,"Sioux Falls, South Dakota",1500,"1,482",3954,University-of-Sioux-Falls,
University of Scranton,82%,"$55,200 USD",10:1,96%,"$33,035 USD",188,72.2%,1695,"Scranton, Pennsylvania",1695,"5,422",3796,University-of-Scranton,
University of Science and Arts of Oklahoma,39%,"$32,000 USD",12:1,99%,"$7,340 USD",,66.0%,1368,"Chickasha, Oklahoma",1368,873,3472,University-of-Science-and-Arts-of-Oklahoma,
University of San Francisco,69%,"$60,300 USD",14:1,74%,"$35,641 USD",371,64.4%,1735,"San Francisco, California",1735,"10,797",568,University-of-San-Francisco,
University of San Diego,75%,"$56,900 USD",14:1,84%,"$35,950 USD",206,51.7%,1805,"San Diego, California",1805,"8,251",563,University-of-San-Diego,
University of Saint Mary,53%,"$37,200 USD",8:1,99%,"$17,568 USD",,49.0%,1402,"Leavenworth, Kansas",1402,"1,427",1570,University-of-Saint-Mary,
University of Saint Joseph,52%,"$49,500 USD",11:1,100%,"$23,672 USD",,92.7%,1402,"West Hartford, Connecticut",1402,"2,553",773,University-of-Saint-Joseph,
University of Saint Francis-Fort Wayne,51%,"$39,200 USD",11:1,100%,"$16,751 USD",,95.3%,1440,"Fort Wayne, Indiana",1440,"2,240",1412,University-of-Saint-Francis-Fort-Wayne,
University of Rochester,85%,"$56,400 USD",10:1,87%,"$33,682 USD",86,33.8%,2010,"Rochester, New York",2010,"11,105",2915,University-of-Rochester,
University of Rio Grande,32%,"$30,700 USD",20:1,93%,"$28,968 USD",,,,"Rio Grande, Ohio",,,3374,University-of-Rio-Grande,
University of Richmond,85%,"$59,900 USD",8:1,67%,"$21,744 USD",46,31.1%,1975,"University Of Richmond, Virginia",1975,"4,181",4417,University-of-Richmond,
University of Rhode Island,60%,"$47,600 USD",17:1,93%,"$18,371 USD",465,73.6%,1590,"Kingston, Rhode Island",1590,"16,613",3860,University-of-Rhode-Island,
University of Redlands,73%,"$51,500 USD",14:1,95%,"$31,686 USD",260,67.5%,1680,"Redlands, California",1680,"5,215",543,University-of-Redlands,
University of Puget Sound,78%,"$49,400 USD",11:1,100%,"$39,662 USD",,79.2%,1830,"Tacoma, Washington",1830,"2,774",4503,University-of-Puget-Sound,
University of Puerto Rico-Utuado,14%,,19:1,89%,"$7,019 USD",,39.2%,1315,"Utuado, Puerto Rico",1315,"1,461",4736,University-of-Puerto-Rico-Utuado,
University of Puerto Rico-Rio Piedras,47%,,18:1,71%,"$3,083 USD",,29.4%,1742,"San Juan, Puerto Rico",1742,"16,454",4740,University-of-Puerto-Rico-Rio-Piedras,
University of Puerto Rico-Ponce,43%,,18:1,84%,"$6,169 USD",,50.5%,1602,"Ponce, Puerto Rico",1602,"3,543",4739,University-of-Puerto-Rico-Ponce,
University of Puerto Rico-Medical Sciences,,,3:1,,,,,,"San Juan, Puerto Rico",,,4738,University-of-Puerto-Rico-Medical-Sciences,
University of Puerto Rico-Mayaguez,43%,,18:1,77%,"$6,777 USD",,77.3%,1845,"Mayaguez, Puerto Rico",1845,"12,771",4737,University-of-Puerto-Rico-Mayaguez,
University of Puerto Rico-Humacao,40%,,16:1,87%,"$5,461 USD",,48.4%,1633,"Humacao, Puerto Rico",1633,"3,845",4735,University-of-Puerto-Rico-Humacao,
University of Puerto Rico-Cayey,48%,,26:1,75%,"$7,075 USD",,81.6%,1656,"Cayey, Puerto Rico",1656,"3,707",4733,University-of-Puerto-Rico-Cayey,
University of Puerto Rico-Carolina,52%,,24:1,85%,"$6,410 USD",,26.5%,1503,"Carolina, Puerto Rico",1503,"3,796",4732,University-of-Puerto-Rico-Carolina,
